companyName,aliases,country,city,diseaseFocus,productLine,productType,targetUsers,businessModel,reachabilityStatus,tier,totalScore,productProblemFit,aiProductLeverage,personalFit,outreachFeasibility,commercialSignal,aiProductOpportunity,personalFitReason,contactTargets,contactRoute,outreachOpening,productEvidenceUrl,reachabilityEvidenceUrl,restrictionReason,sourceTier,stage2OpportunityScore,stage2Categories
"Nautilus Sports/Medical Industries, Inc.",,US,Deland,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K861206,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K861206,global remote not confirmed under strict policy,stage2_auto,30,rehabilitation
"Neurofield, Inc.",,US,Santa Barbara,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252951,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252951,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
"Neurotronics, Inc.",,US,Gainesville,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K142774,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K142774,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
"Neurovalens , Ltd.",Neurovalens Limited,GB,Portglenone,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230826,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230826,global remote not confirmed under strict policy,stage2_auto,24,sleep_health
"Nihon Kohden America, Inc.",,US,Irvine,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983072,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983072,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
Omega Results,,US,Dallas,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963631,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963631,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
Onera B.V.,,NL,Eindhoven,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253668,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253668,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
Oviva,,CH,Zurich,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://oviva.com/,https://oviva.com/,global remote not confirmed under strict policy,stage2_auto,41,chronic_disease_management
Oxehealth Limited,,GB,Oxford,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233618,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233618,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
"Primus, Inc.",,US,Kansas City,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K896582,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K896582,global remote not confirmed under strict policy,stage2_auto,31,chronic_disease_management
Quantimetrix Corp.,,US,Redondo Beach,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103744,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103744,global remote not confirmed under strict policy,stage2_auto,31,chronic_disease_management
"Raye'S, Inc.",,US,Ellis,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022407,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022407,global remote not confirmed under strict policy,stage2_auto,33,rehabilitation
"Recovr,Inc",,US,Clemson,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151446,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151446,global remote not confirmed under strict policy,stage2_auto,30,rehabilitation
"Respironics, Inc.",,US,Murrysville,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K003499,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K003499,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
"Shiley, Inc.",,US,Irvine,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844138,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844138,global remote not confirmed under strict policy,stage2_auto,30,sleep_health
Sidekick Health,,IS,Reykjavik,metabolic_cardiovascular,chronic_disease_management; digital_therapeutics,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.sidekickhealth.com/,https://www.sidekickhealth.com/,global remote not confirmed under strict policy,stage2_auto,34,chronic_disease_management; digital_therapeutics
"Sleep Specialists, LLC",,US,Greenville,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100160,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100160,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
"Sweetspot Diabetes Care, Inc.",,US,Portland,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K111509,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K111509,global remote not confirmed under strict policy,stage2_auto,34,chronic_disease_management
"Symcare Personalized Health Solutions, Inc.",,US,Wayne,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093789,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093789,global remote not confirmed under strict policy,stage2_auto,31,chronic_disease_management
The ScottCare Corporation,,US,Cleveland,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250259,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250259,global remote not confirmed under strict policy,stage2_auto,30,rehabilitation
"The Snore Reliever Company, LLC",,US,Laguna Niguel,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092942,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092942,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
"Universal Gym Equipment, Inc.",,US,New York,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K873659,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K873659,global remote not confirmed under strict policy,stage2_auto,30,rehabilitation
Wfr/Aquaplast Corp.,,US,Wyckoff,mental_sleep_comorbidity,mental_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K032156,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K032156,global remote not confirmed under strict policy,stage2_auto,30,mental_health
Woebot Health,Woebot,US,San Francisco,mental_sleep_comorbidity,digital_therapeutics; mental_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://woebothealth.com/,https://woebothealth.com/,global remote not confirmed under strict policy,stage2_auto,41,digital_therapeutics; mental_health
"Medtronic, Inc.",Medtronic plc,US,Mounds View,platform_chronic_care,health_management_platform; patient_engagement,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,49,13,17,11,3,5,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153160,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153160,global remote not confirmed under strict policy,stage2_auto,39,health_management_platform; patient_engagement
Ada Health,,DE,Berlin,platform_chronic_care,health_management_platform; online_consultation; patient_engagement,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,47,13,17,11,3,3,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://ada.com/,https://ada.com/,global remote not confirmed under strict policy,stage2_auto,50,health_management_platform; online_consultation; patient_engagement
Entra Health Systems,,US,San Diego,platform_chronic_care,internet_healthcare,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,47,13,17,11,3,3,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132930,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132930,global remote not confirmed under strict policy,stage2_auto,34,internet_healthcare
Kry/Livi,Kry; Livi,SE,Stockholm,platform_chronic_care,internet_healthcare; online_consultation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,47,13,17,11,3,3,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://www.livi.co.uk/,https://www.livi.co.uk/,global remote not confirmed under strict policy,stage2_auto,42,internet_healthcare; online_consultation
"Medaica, Inc.",,US,Henderson,platform_chronic_care,internet_healthcare,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,47,13,17,11,3,3,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223166,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223166,global remote not confirmed under strict policy,stage2_auto,37,internet_healthcare
Rtx Healthcare A/S,,DK,Noerresundby,platform_chronic_care,internet_healthcare,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,47,13,17,11,3,3,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041816,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041816,global remote not confirmed under strict policy,stage2_auto,34,internet_healthcare
"United Health Group, Inc.",,US,Rye Brook,platform_chronic_care,internet_healthcare; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,47,13,17,11,3,3,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171406,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171406,global remote not confirmed under strict policy,stage2_auto,43,internet_healthcare; samd
"Vignet, Inc.",,US,Pleasanton,platform_chronic_care,internet_healthcare,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,47,13,17,11,3,3,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113446,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113446,global remote not confirmed under strict policy,stage2_auto,34,internet_healthcare
"Viterion Telehealthcare, LLC",,US,Tarrytown,platform_chronic_care,internet_healthcare,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,47,13,17,11,3,3,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K030419,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K030419,global remote not confirmed under strict policy,stage2_auto,34,internet_healthcare
